Date,Observers,Time,Site-ID,SiteType,PatchType,GPS Location,,Bird Use,,Elevation(m),Snow Depth,Percent Snow Cover,WindSpeed,Comments about site,BirdID,Sex,ArgosID,BR,NB,PA,RA,Browsed Plants,,,,,,,,,,,,,,,,,,
,,,,,,,,Date Used,Time Used,,,,,,,,,,,,,Sample Type,ID (BR#),Paired With,Sample Type,Browse,,Pellets,,Volume,,,Daubenmire ,,,,,,Pic ID,Comments
,,,,,,Latitude ,Longitude,,,,,,,,,,,,,,,,,,,New Browse,Old Browse,New Pellets,Old Pellets,Height,Width1,Width2,grass,forbs ,sage,bare-ground,other_shrub,other,,
date,obs,time,site_id,site_type,patch_type,lat,long,date,time,ele,snow_depth,snow_cov,wind_speed,site_comm,bird_id,sex,argos_id,br,nb,pa,ra,sample_type,id_br,paired_with,sample,new_browse,old_browse,new_pellets,old_pellets,height,width_one,width_two,grass,forbs ,sage,bare_ground,other_shrub,other,pic_id,comm
2018-05-23,"AC, PPW",7:40,SCO,DBV,Off lek forage,N/A,N/A,2018-05-21,13:00,N/A,N/A,N/A,N/A,Daubs on AC's phone,117903,M,117903,3,6,0,0,Artemisia tridentata vaseyana,BR1,"NB1, NB2",BR,16,Y,Y,N,73,118,124,5-25,0-5,0,75-100,0,0,80103,insect browse
2018-05-23,"AC, PPW",7:40,SCO,DBV,Off lek forage,N/A,N/A,2018-05-21,13:00,N/A,N/A,N/A,N/A,Daubs on AC's phone,117903,M,117903,3,6,0,0,Artemisia tridentata vaseyana,BR2,"NB3, NB4",BR,25,Y,Y,N,45,51,47,0-5,0-5,5-25,75-100,0,0,80356,
2018-05-23,"AC, PPW",7:40,SCO,DBV,Off lek forage,N/A,N/A,2018-05-21,13:00,N/A,N/A,N/A,N/A,Daubs on AC's phone,117903,M,117903,3,6,0,0,Artemisia tridentata vaseyana,BR3,"NB5, NB6",BR,23,Y,Y,N,64,118,59,75-100,5-25,0,5-25,0,0,80551,
2018-05-23,"AC, PPW",7:40,SCO,DBV,Off lek forage,N/A,N/A,2018-05-21,13:00,N/A,N/A,N/A,N/A,Daubs on AC's phone,117903,M,117903,3,6,0,0,Artemisia tridentata vaseyana,NB1,BR1,NB,0,N,N,N,84,113,109,5-25,0-5,0,50-75,0,0,80214,
2018-05-23,"AC, PPW",7:40,SCO,DBV,Off lek forage,N/A,N/A,2018-05-21,13:00,N/A,N/A,N/A,N/A,Daubs on AC's phone,117903,M,117903,3,6,0,0,Artemisia tridentata vaseyana,NB2,BR1,NB,0,N,N,N,43,29,39,25-50,0-5,0,50-75,0,0,80311,
2018-05-23,"AC, PPW",7:40,SCO,DBV,Off lek forage,N/A,N/A,2018-05-21,13:00,N/A,N/A,N/A,N/A,Daubs on AC's phone,117903,M,117903,3,6,0,0,Artemisia tridentata vaseyana,NB3,BR2,NB,0,N,N,N,52,46,38,5-25,0-5,0,75-100,0,0,80444,
2018-05-23,"AC, PPW",7:40,SCO,DBV,Off lek forage,N/A,N/A,2018-05-21,13:00,N/A,N/A,N/A,N/A,Daubs on AC's phone,117903,M,117903,3,6,0,0,Artemisia tridentata vaseyana,NB4,BR2,NB,0,N,N,N,69,113,64,5-25,5-25,0,50-75,0,0,80516,
2018-05-23,"AC, PPW",7:40,SCO,DBV,Off lek forage,N/A,N/A,2018-05-21,13:00,N/A,N/A,N/A,N/A,Daubs on AC's phone,117903,M,117903,3,6,0,0,Artemisia tridentata vaseyana,NB5,BR3,NB,0,N,N,N,99,108,64,5-25,0-5,50-75,5-25,0,0,80648,dead sage
2018-05-23,"AC, PPW",7:40,SCO,DBV,Off lek forage,N/A,N/A,2018-05-21,13:00,N/A,N/A,N/A,N/A,Daubs on AC's phone,117903,M,117903,3,6,0,0,Artemisia tridentata vaseyana,NB6,BR3,NB,0,N,N,N,56,66,59,0-5,0-5,0,75-100,0,0,80744,
2018-05-23,"AC, PPW",8:00,217 (AC's gov phone),RAN,Random paired with BD veg,38.162574,-119.244141,N/A,N/A,2145,N/A,N/A,N/A,Daubs on AC's phone. Hill NW of lek,117903,M,117903,0,0,0,6,Artemisia tridentata vaseyana,RA1,N/A,RA,0,N,N,N,40,70,87,0-5,0-5,0,75-100,0,0,84549,
2018-05-23,"AC, PPW",8:00,217 (AC's gov phone),RAN,Random paired with BD veg,38.162574,-119.244141,N/A,N/A,2145,N/A,N/A,N/A,Daubs on AC's phone. Hill NW of lek,117903,M,117903,0,0,0,6,Artemisia tridentata vaseyana,RA2,N/A,RA,0,Y,N,N,53,89,53,25-50,5-25,0,25-50,0,0,84654,insect browse
2018-05-23,"AC, PPW",8:00,217 (AC's gov phone),RAN,Random paired with BD veg,38.162574,-119.244141,N/A,N/A,2145,N/A,N/A,N/A,Daubs on AC's phone. Hill NW of lek,117903,M,117903,0,0,0,6,Artemisia tridentata vaseyana,RA3,N/A,RA,0,N,N,N,65,90,114,50-75,0-5,0,25-50,0,0,84736,
2018-05-23,"AC, PPW",8:00,217 (AC's gov phone),RAN,Random paired with BD veg,38.162574,-119.244141,N/A,N/A,2145,N/A,N/A,N/A,Daubs on AC's phone. Hill NW of lek,117903,M,117903,0,0,0,6,Artemisia tridentata vaseyana,RA4,N/A,RA,0,N,N,Y,66,111,91,0-5,5-25,0,75-100,0,0,84825,red galls
2018-05-23,"AC, PPW",8:00,217 (AC's gov phone),RAN,Random paired with BD veg,38.162574,-119.244141,N/A,N/A,2145,N/A,N/A,N/A,Daubs on AC's phone. Hill NW of lek,117903,M,117903,0,0,0,6,Artemisia tridentata vaseyana,RA5,N/A,RA,0,N,N,N,63,67,54,0-5,0-5,0,75-100,0,0,84909,60% dead
2018-05-23,"AC, PPW",8:00,217 (AC's gov phone),RAN,Random paired with BD veg,38.162574,-119.244141,N/A,N/A,2145,N/A,N/A,N/A,Daubs on AC's phone. Hill NW of lek,117903,M,117903,0,0,0,6,Artemisia tridentata vaseyana,RA6,N/A,RA,0,N,N,N,47,28,25,25-50,0-5,0,25-50,0,0,84937,60% dead
2018-06-08,"AC, PPW, JL, EFT",8:30,N/A,DBV,Off lek forage,38.151,-119.11939,2018-06-06,15:00,2228,N/A,N/A,N/A,Basin big in site,108,M,129060,1,2,0,4,Mountain big,BR1,"NB1, NB2",BR,22,N,N,N,44,84,85,5-25,5-25,0,75-100,0,0,N/A,
2018-06-08,"AC, PPW, JL, EFT",8:30,N/A,DBV,Off lek forage,38.151,-119.11939,2018-06-06,15:00,2228,N/A,N/A,N/A,Basin big in site,108,M,129060,1,2,0,4,Mountain big,NB1,BR1,NB,0,N,N,N,34,94,104,5-25,0-5,0,75-100,0,0,N/A,
2018-06-08,"AC, PPW, JL, EFT",8:30,N/A,DBV,Off lek forage,38.151,-119.11939,2018-06-06,15:00,2228,N/A,N/A,N/A,Basin big in site,108,M,129060,1,2,0,4,Mountain big,NB2,BR1,NB,0,N,N,N,45,81,61,5-25,0-5,0,75-100,0,0,N/A,
2018-06-08,"AC, PPW, JL, EFT",8:30,N/A,DBV,Off lek forage,38.151,-119.11939,2018-06-06,15:00,2228,N/A,N/A,N/A,Basin big in site,108,M,129060,1,2,0,4,Bonneville big,RA1,N/A,RA,0,N,N,N,85,96,66,0-5,5-25,0,75-100,0,0,N/A,
2018-06-08,"AC, PPW, JL, EFT",8:30,N/A,DBV,Off lek forage,38.151,-119.11939,2018-06-06,15:00,2228,N/A,N/A,N/A,Basin big in site,108,M,129060,1,2,0,4,Bonneville big,RA2,N/A,RA,0,N,N,N,73,129,132,0-5,0-5,0,75-100,0,0,N/A,60% dead
2018-06-08,"AC, PPW, JL, EFT",8:30,N/A,DBV,Off lek forage,38.151,-119.11939,2018-06-06,15:00,2228,N/A,N/A,N/A,Basin big in site,108,M,129060,1,2,0,4,Mountain big,RA3,N/A,RA,0,N,N,N,31,49,17,5-25,0-5,0,75-100,0,0,N/A,80% dead
2018-06-08,"AC, PPW, JL, EFT",8:30,N/A,DBV,Off lek forage,38.151,-119.11939,2018-06-06,15:00,2228,N/A,N/A,N/A,Basin big in site,108,M,129060,1,2,0,4,Mountain big,RA4,N/A,RA,0,N,N,N,41,89,76,0-5,5-25,0,75-100,0,0,N/A,
2018-06-08,"AC, PPW, JL, EFT",9:00,N/A,RAN,Random paired with BD veg,38.15015,-119.11895,N/A,N/A,2367,N/A,N/A,N/A,Very hard to ID species,108,M,129060,0,0,0,6,Bonneville big?,RA1,N/A,RA,0,N,N,N,62,121,110,25-50,0-5,0,50-75,0,0,N/A,galls
2018-06-08,"AC, PPW, JL, EFT",9:00,N/A,RAN,Random paired with BD veg,38.15015,-119.11895,N/A,N/A,2367,N/A,N/A,N/A,Very hard to ID species,108,M,129060,0,0,0,6,Mountain big?,RA2,N/A,RA,0,N,N,N,47,61,53,25-50,0-5,0,50-75,0,0,N/A,galls
2018-06-08,"AC, PPW, JL, EFT",9:00,N/A,RAN,Random paired with BD veg,38.15015,-119.11895,N/A,N/A,2367,N/A,N/A,N/A,Very hard to ID species,108,M,129060,0,0,0,6,Mountain big?,RA3,N/A,RA,0,N,N,N,57,85,64,5-25,0-5,0,75-100,0,0,N/A,bitterbrush growing through it; 50% dead
2018-06-08,"AC, PPW, JL, EFT",9:00,N/A,RAN,Random paired with BD veg,38.15015,-119.11895,N/A,N/A,2367,N/A,N/A,N/A,Very hard to ID species,108,M,129060,0,0,0,6,Bonneville,RA4,N/A,RA,0,N,N,N,81,69,90,5-25,0-5,0,0,0,50-75,N/A,50% dead; 50-75% woody
2018-06-08,"AC, PPW, JL, EFT",9:00,N/A,RAN,Random paired with BD veg,38.15015,-119.11895,N/A,N/A,2367,N/A,N/A,N/A,Very hard to ID species,108,M,129060,0,0,0,6,Mountain big,RA5,N/A,RA,0,N,N,N,36,66,41,25-50,0-5,0,50-75,0,0,N/A,50% dead
2018-06-08,"AC, PPW, JL, EFT",9:00,N/A,RAN,Random paired with BD veg,38.15015,-119.11895,N/A,N/A,2367,N/A,N/A,N/A,Very hard to ID species,108,M,129060,0,0,0,6,Mountain big,RA6,N/A,RA,0,N,N,N,42,100,102,0-5,0-5,0,75-100,0,0,N/A,cervid pellet
2018-06-10,"AC, PPW, JL",8:30,N/A,DBV,Off lek forage,38.222654,-119.037178,2018-06-09,15:00,2064,N/A,N/A,N/A,N/A,416,M,164457,3,6,0,0,Basin big,BR1,"NB1, NB2",BR,13,N,N,N,49,70,55,5-25,0-5,0,0,0,50-75,N/A,50-75% woody; growing in a bitterbrush
2018-06-10,"AC, PPW, JL",8:30,N/A,DBV,Off lek forage,38.222654,-119.037178,2018-06-09,15:00,2064,N/A,N/A,N/A,N/A,416,M,164457,3,6,0,0,Basin big,BR2,"NB3, NB4",BR,27,N,N,N,51,49,49,5-25,5-25,0,50-75,0,0,N/A,50% dead
2018-06-10,"AC, PPW, JL",8:30,N/A,DBV,Off lek forage,38.222654,-119.037178,2018-06-09,15:00,2064,N/A,N/A,N/A,N/A,416,M,164457,3,6,0,0,Basin big,BR3,"NB5, NB6",BR,32,N,N,N,87,137,110,0,0,0,0,0,75-100,N/A,75-100% woody
2018-06-10,"AC, PPW, JL",8:30,N/A,DBV,Off lek forage,38.222654,-119.037178,2018-06-09,15:00,2064,N/A,N/A,N/A,N/A,416,M,164457,3,6,0,0,Basin big,NB1,BR1,NB,0,N,N,N,79,59,49,50-75,5-25,0,5-25,0,5-25,N/A,5-25% woody; 70% dead
2018-06-10,"AC, PPW, JL",8:30,N/A,DBV,Off lek forage,38.222654,-119.037178,2018-06-09,15:00,2064,N/A,N/A,N/A,N/A,416,M,164457,3,6,0,0,Basin big,NB2,BR1,NB,0,Y,N,N,49,87,45,0-5,5-25,0,75-100,0,0,N/A,50% dead; growing under a bitterbrush
2018-06-10,"AC, PPW, JL",8:30,N/A,DBV,Off lek forage,38.222654,-119.037178,2018-06-09,15:00,2064,N/A,N/A,N/A,N/A,416,M,164457,3,6,0,0,Basin big,NB3,BR2,NB,0,N,N,N,56,34,33,0-5,0-5,0,75-100,0,75-100,N/A,75-100% woody; old lagomorph pellets; growing under another plant
2018-06-10,"AC, PPW, JL",8:30,N/A,DBV,Off lek forage,38.222654,-119.037178,2018-06-09,15:00,2064,N/A,N/A,N/A,N/A,416,M,164457,3,6,0,0,Basin big,NB4,BR2,NB,0,N,N,N,64,37,32,0-5,0-5,0,0,0,50-75,N/A,50-75% woody; 80% dead
2018-06-10,"AC, PPW, JL",8:30,N/A,DBV,Off lek forage,38.222654,-119.037178,2018-06-09,15:00,2064,N/A,N/A,N/A,N/A,416,M,164457,3,6,0,0,Basin big,NB5,BR3,NB,0,N,N,N,64,84,62,50-75,0-5,75-100,5-25,0,0,N/A,
2018-06-10,"AC, PPW, JL",8:30,N/A,DBV,Off lek forage,38.222654,-119.037178,2018-06-09,15:00,2064,N/A,N/A,N/A,N/A,416,M,164457,3,6,0,0,Basin big,NB6,BR3,NB,0,Y,N,N,84,138,162,50-75,0-5,0,0,0,5-25,N/A,5-25% woody; gowing out of boulder
2018-06-10,"AC, PPW, JL",9:00,236 (AC's gov phone),RAN,Random paired with BD veg,38.22353,-119.037002,N/A,N/A,2758,N/A,N/A,N/A,N/A,416,M,164457,0,0,0,6,Basin big,RA1,N/A,RA,0,N,N,N,59,82,86,5-25,25-50,0,50-75,0,0,N/A,growing out of bitterbrush
2018-06-10,"AC, PPW, JL",9:00,236 (AC's gov phone),RAN,Random paired with BD veg,38.22353,-119.037002,N/A,N/A,2758,N/A,N/A,N/A,N/A,416,M,164457,0,0,0,6,Basin big,RA2,N/A,RA,0,N,N,N,38,58,54,5-25,50-75,0,5-25,0,0,N/A,cervid browse
2018-06-10,"AC, PPW, JL",9:00,236 (AC's gov phone),RAN,Random paired with BD veg,38.22353,-119.037002,N/A,N/A,2758,N/A,N/A,N/A,N/A,416,M,164457,0,0,0,6,Basin big,RA3,N/A,RA,0,N,N,N,61,84,73,0-5,5-25,0,75-100,0,5-25,N/A,5-25% woody
2018-06-10,"AC, PPW, JL",9:00,236 (AC's gov phone),RAN,Random paired with BD veg,38.22353,-119.037002,N/A,N/A,2758,N/A,N/A,N/A,N/A,416,M,164457,0,0,0,6,Basin big,RA4,N/A,RA,0,N,N,N,52,90,90,5-25,5-25,0,50-75,0,0,N/A,40% dead
2018-06-10,"AC, PPW, JL",9:00,236 (AC's gov phone),RAN,Random paired with BD veg,38.22353,-119.037002,N/A,N/A,2758,N/A,N/A,N/A,N/A,416,M,164457,0,0,0,6,Basin big,RA5,N/A,RA,0,N,N,N,68,74,67,25-50,5-25,0,50-75,0,0,N/A,50% dead
2018-06-10,"AC, PPW, JL",9:00,236 (AC's gov phone),RAN,Random paired with BD veg,38.22353,-119.037002,N/A,N/A,2758,N/A,N/A,N/A,N/A,416,M,164457,0,0,0,6,Basin big,RA6,N/A,RA,0,N,N,N,59,96,94,5-25,5-25,0,75-100,0,0,N/A,20% dead
2018-06-11,"AC, PPW, JL",11:00,N/A,DBV,Off lek forage,37.871627,-119.11557,2018-06-08,15:00,N/A,N/A,N/A,N/A,No browse found :(,141914,M,141914,0,0,0,6,Basin big,RA1,N/A,RA,0,N,N,N,27,38,27,5-25,0-5,0,75-100,0,0,N/A,
2018-06-11,"AC, PPW, JL",11:00,N/A,DBV,Off lek forage,37.871627,-119.11557,2018-06-08,15:00,N/A,N/A,N/A,N/A,No browse found :(,141914,M,141914,0,0,0,6,Basin big,RA2,N/A,RA,0,Y,N,Y,58,57,72,25-50,0-5,0,25-50,0,5-25,N/A,5-25% woody
2018-06-11,"AC, PPW, JL",11:00,N/A,DBV,Off lek forage,37.871627,-119.11557,2018-06-08,15:00,N/A,N/A,N/A,N/A,No browse found :(,141914,M,141914,0,0,0,6,Basin big,RA3,N/A,RA,0,N,N,Y,55,77,71,0-5,0-5,5-25,50-75,0,0,N/A,
2018-06-11,"AC, PPW, JL",11:00,N/A,DBV,Off lek forage,37.871627,-119.11557,2018-06-08,15:00,N/A,N/A,N/A,N/A,No browse found :(,141914,M,141914,0,0,0,6,Basin big,RA4,N/A,RA,0,Y,N,N,32,38,37,0-5,0-5,5-25,75-100,0,0,N/A,
2018-06-11,"AC, PPW, JL",11:00,N/A,DBV,Off lek forage,37.871627,-119.11557,2018-06-08,15:00,N/A,N/A,N/A,N/A,No browse found :(,141914,M,141914,0,0,0,6,Basin big,RA5,N/A,RA,0,Y,N,N,62,123,131,5-25,0-5,0,75-100,0,0,N/A,
2018-06-11,"AC, PPW, JL",11:00,N/A,DBV,Off lek forage,37.871627,-119.11557,2018-06-08,15:00,N/A,N/A,N/A,N/A,No browse found :(,141914,M,141914,0,0,0,6,Basin big,RA6,N/A,RA,0,Y,N,N,31,50,29,5-25,0-5,0,75-100,0,0,N/A,insect browse
2018-06-11,"AC, PPW, JL",11:45,N/A,RAN,Random paired with BD veg,37.872504,-119.115054,N/A,N/A,2181,N/A,N/A,N/A,N/A,141914,M,141914,0,0,0,6,Basin big,RA1,N/A,RA,0,N,N,N,40,98,59,5-25,5-25,0,50-75,0,0,N/A,50% dead; insect browse
2018-06-11,"AC, PPW, JL",11:45,N/A,RAN,Random paired with BD veg,37.872504,-119.115054,N/A,N/A,2181,N/A,N/A,N/A,N/A,141914,M,141914,0,0,0,6,Bonneville big,RA2,N/A,RA,0,N,N,N,66,167,90,25-50,0-5,0,50-75,0,0,N/A,50% dead; insect browse
2018-06-11,"AC, PPW, JL",11:45,N/A,RAN,Random paired with BD veg,37.872504,-119.115054,N/A,N/A,2181,N/A,N/A,N/A,N/A,141914,M,141914,0,0,0,6,Bonneville big,RA3,N/A,RA,0,N,N,N,87,193,75,50-75,5-25,0,25-50,0,0,N/A,30% dead
2018-06-11,"AC, PPW, JL",11:45,N/A,RAN,Random paired with BD veg,37.872504,-119.115054,N/A,N/A,2181,N/A,N/A,N/A,N/A,141914,M,141914,0,0,0,6,Basin big,RA4,N/A,RA,0,N,N,N,58,89,39,25-50,5-25,0,50-75,0,0,N/A,
2018-06-11,"AC, PPW, JL",11:45,N/A,RAN,Random paired with BD veg,37.872504,-119.115054,N/A,N/A,2181,N/A,N/A,N/A,N/A,141914,M,141914,0,0,0,6,Bonneville big? (mint smell),RA5,N/A,RA,0,N,N,N,60,119,61,50-75,5-25,0,5-25,0,0,N/A,
2018-06-11,"AC, PPW, JL",11:45,N/A,RAN,Random paired with BD veg,37.872504,-119.115054,N/A,N/A,2181,N/A,N/A,N/A,N/A,141914,M,141914,0,0,0,6,Basin big,RA6,N/A,RA,0,N,N,N,35,61,53,25-50,5-25,0,50-75,0,0,N/A,
2018-05-10,"AC, PPW",15:20:00,118,RAN,Random paired with BD veg,38.16953,-119.06603,N/A,N/A,2462,N/A,N/A,N/A,"SE of lek, near dirt road",361,M,141910,0,0,0,6,Artemisia tridentata nova,RA1,N/A,RA,0,N,N,Y,34,78,76,25-50,0-5,0,75-100,0,0,377,
2018-05-10,"AC, PPW",15:20:00,118,RAN,Random paired with BD veg,38.16953,-119.06603,N/A,N/A,2462,N/A,N/A,N/A,"SE of lek, near dirt road",361,M,141910,0,0,0,6,Artemisia tridentata vaseyana,RA2,N/A,RA,0,N,N,N,24,28,27,0,0-5,0,75-100,0,0,378,
2018-05-10,"AC, PPW",15:20:00,118,RAN,Random paired with BD veg,38.16953,-119.06603,N/A,N/A,2462,N/A,N/A,N/A,"SE of lek, near dirt road",361,M,141910,0,0,0,6,Artemisia tridentata vaseyana,RA3,N/A,RA,0,N,N,Y,69,140,98,0,0-5,0,75-100,0,0,379,
2018-05-10,"AC, PPW",15:20:00,118,RAN,Random paired with BD veg,38.16953,-119.06603,N/A,N/A,2462,N/A,N/A,N/A,"SE of lek, near dirt road",361,M,141910,0,0,0,6,Artemisia tridentata vaseyana,RA4,N/A,RA,0,N,N,N,60,94,73,0-5,0-5,0,75-100,0,0,380,60% dead
2018-05-10,"AC, PPW",15:20:00,118,RAN,Random paired with BD veg,38.16953,-119.06603,N/A,N/A,2462,N/A,N/A,N/A,"SE of lek, near dirt road",361,M,141910,0,0,0,6,Artemisia tridentata vaseyana,RA5,N/A,RA,0,N,N,N,47,90,70,0,0-5,0,75-100,0,0,381,20% dead
2018-05-10,"AC, PPW",15:20:00,118,RAN,Random paired with BD veg,38.16953,-119.06603,N/A,N/A,2462,N/A,N/A,N/A,"SE of lek, near dirt road",361,M,141910,0,0,0,6,Artemisia tridentata vaseyana,RA6,N/A,RA,0,N,N,Y,50,57,39,0,0-5,0,75-100,0,0,382,
2018-06-08,"AC, PPW, EFT, JL",10:00:00,N/A,DBV,Off lek forage,38.1674,-119.08378,2018-06-06,15:00:00,2493,N/A,N/A,N/A,N/A,341,M,135165,1,2,1,4,Basin big,BR1,"NB1, NB2",BR,12,N,N,N,30,29,27,25-50,0-5,0,50-75,0,0,N/A,small plant. All new growth 
2018-06-08,"AC, PPW, EFT, JL",10:00:00,N/A,DBV,Off lek forage,38.1674,-119.08378,2018-06-06,15:00:00,2493,N/A,N/A,N/A,N/A,341,M,135165,1,2,1,4,Basin big,NB1,BR1,NB,0,N,N,N,81,47,51,0-5,0-5,0,75-100,25-50,0,N/A,
2018-06-08,"AC, PPW, EFT, JL",10:00:00,N/A,DBV,Off lek forage,38.1674,-119.08378,2018-06-06,15:00:00,2493,N/A,N/A,N/A,N/A,341,M,135165,1,2,1,4,Basin big,NB2,BR1,NB,0,N,N,N,76,79,72,5-25,50-75,0,25-50,0,0,N/A,
2018-06-08,"AC, PPW, EFT, JL",10:00:00,N/A,DBV,Off lek forage,38.1674,-119.08378,2018-06-06,15:00:00,2493,N/A,N/A,N/A,N/A,341,M,135165,1,2,1,4,Wyomingensis,RA1,N/A,RA,0,N,N,N,59,43,39,5-25,0-5,0,75-100,0,0,N/A,
2018-06-08,"AC, PPW, EFT, JL",10:00:00,N/A,DBV,Off lek forage,38.1674,-119.08378,2018-06-06,15:00:00,2493,N/A,N/A,N/A,N/A,341,M,135165,1,2,1,4,Artemisia tridentata vaseyana,RA2,N/A,RA,0,N,N,N,23,25,20,0-5,50-75,0,50-75,0,0,N/A,"unknown species, all ephemeral leaves. Old cervid browse"
2018-06-08,"AC, PPW, EFT, JL",10:00:00,N/A,DBV,Off lek forage,38.1674,-119.08378,2018-06-06,15:00:00,2493,N/A,N/A,N/A,N/A,341,M,135165,1,2,1,4,Bonneville big,RA3,N/A,RA,0,N,N,N,90,139,122,75-100,0-5,0,25-50,0,0,N/A,80% dead
2018-06-08,"AC, PPW, EFT, JL",10:00:00,N/A,DBV,Off lek forage,38.1674,-119.08378,2018-06-06,15:00:00,2493,N/A,N/A,N/A,N/A,341,M,135165,1,2,1,4,Wyomingensis,RA4,N/A,RA,0,N,N,N,65,132,118,0-5,5-25,0,75-100,0,0,N/A,
2018-06-08,"AC, PPW, JL, EFT",10:40:00,N/A,RAN,Random paired with BD veg,38.16831,-119.08389,N/A,N/A,2490,N/A,N/A,N/A,N/A,341,M,135165,0,0,0,6,Wyomingensis,RA1,N/A,RA,0,N,N,N,45,41,41,0,0-5,0,75-100,0,0,N/A,
2018-06-08,"AC, PPW, JL, EFT",10:40:00,N/A,RAN,Random paired with BD veg,38.16831,-119.08389,N/A,N/A,2490,N/A,N/A,N/A,N/A,341,M,135165,0,0,0,6,Wyomingensis,RA2,N/A,RA,0,N,N,N,62,148,96,0-5,25-50,0,75-100,0,0,N/A,
2018-06-08,"AC, PPW, JL, EFT",10:40:00,N/A,RAN,Random paired with BD veg,38.16831,-119.08389,N/A,N/A,2490,N/A,N/A,N/A,N/A,341,M,135165,0,0,0,6,Wyomingensis,RA3,N/A,RA,0,N,N,N,58,77,74,5-25,0-5,0,75-100,0,0,N/A,
2018-06-08,"AC, PPW, JL, EFT",10:40:00,N/A,RAN,Random paired with BD veg,38.16831,-119.08389,N/A,N/A,2490,N/A,N/A,N/A,N/A,341,M,135165,0,0,0,6,Bonneville,RA4,N/A,RA,0,N,N,N,73,89,74,0-5,5-25,0,75-100,0,0,N/A,
2018-06-08,"AC, PPW, JL, EFT",10:40:00,N/A,RAN,Random paired with BD veg,38.16831,-119.08389,N/A,N/A,2490,N/A,N/A,N/A,N/A,341,M,135165,0,0,0,6,Bonneville,RA5,N/A,RA,0,N,N,N,76,122,141,5-25,50-75,0-5,75-100,0,0,N/A,
2018-06-08,"AC, PPW, JL, EFT",10:40:00,N/A,RAN,Random paired with BD veg,38.16831,-119.08389,N/A,N/A,2490,N/A,N/A,N/A,N/A,341,M,135165,0,0,0,6,Bonneville,RA6,N/A,RA,0,N,N,N,76,151,122,0-5,5-25,0,75-100,0,0,N/A,
