Date,Observers,Time,Site-ID,SiteType,PatchType,GPS Location,,Bird Use,,Elevation(m),Snow Depth,Percent Snow Cover,WindSpeed,Comments about site,BirdID,Sex,ArgosID,BR,NB,PA,RA,Browsed Plants,,,,,,,,,,,,,,,,,,
,,,,,,,,Date Used,Time Used,,,,,,,,,,,,,Sample Type,ID (BR#),Paired With,Sample Type,Browse,,Pellets,,Volume,,,Daubenmire ,,,,,,Pic ID,Comments
,,,,,,Latitude ,Longitude,,,,,,,,,,,,,,,,,,,New Browse,Old Browse,New Pellets,Old Pellets,Height,Width1,Width2,grass,forbs ,sage,bare-ground,other_shrub,other,,
date,obs,time,site_id,site_type,patch_type,lat,long,date,time,ele,snow_depth,snow_cov,wind_speed,site_comm,bird_id,sex,argos_id,br,nb,pa,ra,sample_type,id_br,paired_with,sample,new_browse,old_browse,new_pellets,old_pellets,height,width_one,width_two,grass,forbs ,sage,bare_ground,other_shrub,other,pic_id,comm
2018-05-06,"AC, EFT, PPW",11:30,215 (cus cus),DBV,Off lek forage,38.19569,-119.027,2018-05-04,15:00,2559,N/A,N/A,N/A,"Fine sandy soil, sparse sage, dominated by non-sage shrub",416,M,164457,1,2,0,4,Artemisia tridentata vaseyana,NB2,BR1,NB,0,N,N,N,47,48,43,0,0,0,75-100,0,0-5,271,"0-5% woody, 95% dead"
2018-05-06,"AC, EFT, PPW",11:30,215 (cus cus),DBV,Off lek forage,38.19569,-119.027,2018-05-04,15:00,2559,N/A,N/A,N/A,"Fine sandy soil, sparse sage, dominated by non-sage shrub",416,M,164457,1,2,0,4,Artemisia tridentata vaseyana,RA1,N/A,RA,0,N,N,N,41,64,36,0-5,0-5,0,0,0,5-25; 75-100,272,woody (5-25%) and plant litter (75-100%). DB mostly dead
2018-05-06,"AC, EFT, PPW",11:30,215 (cus cus),DBV,Off lek forage,38.19569,-119.027,2018-05-04,15:00,2559,N/A,N/A,N/A,"Fine sandy soil, sparse sage, dominated by non-sage shrub",416,M,164457,1,2,0,4,Artemisia tridentata vaseyana,RA2,N/A,RA,0,Y,N,N,68,138,186,0,0,0,0,0,75-100,273,Dead plant litter (75-100%)
2018-05-06,"AC, EFT, PPW",11:30,215 (cus cus),DBV,Off lek forage,38.19569,-119.027,2018-05-04,15:00,2559,N/A,N/A,N/A,"Fine sandy soil, sparse sage, dominated by non-sage shrub",416,M,164457,1,2,0,4,Artemisia tridentata vaseyana,RA3,N/A,RA,0,N,N,N,47,68,51,0,0,0,75-100,0,0,267,40% dead
2018-05-06,"AC, EFT, PPW",11:30,215 (cus cus),DBV,Off lek forage,38.19569,-119.027,2018-05-04,15:00,2559,N/A,N/A,N/A,"Fine sandy soil, sparse sage, dominated by non-sage shrub",416,M,164457,1,2,0,4,Artemisia tridentata vaseyana,RA4,N/A,RA,0,N,N,N,104,147,88,0,0,0,75-100,0,5-25,268,5-25% woody
2018-05-06,"AC, EFT, PPW",9:40,107 (antechinus),DBV,Off lek forage,38.17379,-119.079,2018-05-04,15:00,2487,N/A,N/A,N/A,"Lots of ants throughout site. Artemisia tridentata vaseyana only. Coyote den in site. Very few browse. Old cervid pellets. UESP, WEME, BRSP, SATH",Reptar,M,141910,1,2,0,4,Artemisia tridentata vaseyana,BR1,"NB1, NB2",BR,12,Y,Y,N,53,86,59,5-25,0-5,0,50-75,0,25-50,254,25-50% woody; pellets very dry
2018-05-06,"AC, EFT, PPW",9:40,107 (antechinus),DBV,Off lek forage,38.17379,-119.079,2018-05-04,15:00,2487,N/A,N/A,N/A,"Lots of ants throughout site. Artemisia tridentata vaseyana only. Coyote den in site. Very few browse. Old cervid pellets. UESP, WEME, BRSP, SATH",Reptar,M,141910,1,2,0,4,Artemisia tridentata vaseyana,NB1,BR1,NB,0,N,N,N,42,81,71,5-25,0-5,0,75-100,0,5-25,255,"5-25% woody, galls, 15% dead"
2018-05-06,"AC, EFT, PPW",9:40,107 (antechinus),DBV,Off lek forage,38.17379,-119.079,2018-05-04,15:00,2487,N/A,N/A,N/A,"Lots of ants throughout site. Artemisia tridentata vaseyana only. Coyote den in site. Very few browse. Old cervid pellets. UESP, WEME, BRSP, SATH",Reptar,M,141910,1,2,0,4,Artemisia tridentata vaseyana,NB2,BR1,NB,0,N,N,N,22,14,12,5-25,5-25,0,25-50,0,25-50,256,"growing under bitterbrush; 85% dead, woody (25-50%)"
2018-05-06,"AC, EFT, PPW",9:40,107 (antechinus),DBV,Off lek forage,38.17379,-119.079,2018-05-04,15:00,2487,N/A,N/A,N/A,"Lots of ants throughout site. Artemisia tridentata vaseyana only. Coyote den in site. Very few browse. Old cervid pellets. UESP, WEME, BRSP, SATH",Reptar,M,141910,1,2,0,4,Artemisia tridentata vaseyana,RA1,N/A,RA,0,N,N,N,58,79,54,0,0,0,100,0,0,257,
2018-05-06,"AC, EFT, PPW",9:40,107 (antechinus),DBV,Off lek forage,38.17379,-119.079,2018-05-04,15:00,2487,N/A,N/A,N/A,"Lots of ants throughout site. Artemisia tridentata vaseyana only. Coyote den in site. Very few browse. Old cervid pellets. UESP, WEME, BRSP, SATH",Reptar,M,141910,1,2,0,4,Artemisia tridentata vaseyana,RA2,N/A,RA,0,N,N,Y,43,51,48,25-50,0-5,0,75-100,0,0,258,
2018-05-06,"AC, EFT, PPW",9:40,107 (antechinus),DBV,Off lek forage,38.17379,-119.079,2018-05-04,15:00,2487,N/A,N/A,N/A,"Lots of ants throughout site. Artemisia tridentata vaseyana only. Coyote den in site. Very few browse. Old cervid pellets. UESP, WEME, BRSP, SATH",Reptar,M,141910,1,2,0,4,Artemisia tridentata vaseyana,RA3,N/A,RA,0,N,N,N,36,79,63,0-5,0-5,0,75-100,0,0,259,
2018-05-06,"AC, EFT, PPW",9:40,107 (antechinus),DBV,Off lek forage,38.17379,-119.079,2018-05-04,15:00,2487,N/A,N/A,N/A,"Lots of ants throughout site. Artemisia tridentata vaseyana only. Coyote den in site. Very few browse. Old cervid pellets. UESP, WEME, BRSP, SATH",Reptar,M,141910,1,2,0,4,Artemisia tridentata vaseyana,RA4,N/A,RA,0,N,N,N,63,115,69,0-5,0-5,0,75-100,0,0,260,
2018-05-06,"AC, EFT, PPW",10:00,108 (antechinus),RAN,Random paired with BD veg,38.17351,-119.078,N/A,N/A,2467,N/A,N/A,N/A,"Sandy soil, deer path?, two ant species, only Artemisia tridentata vaseyana morphotype, SE of paired site",Reptar,M,141910,0,0,0,6,Artemisia tridentata vaseyana,RA1,N/A,RA,0,N,N,N,55,94,88,0,5-25,0,75-100,0,0,261,aphids/ants
2018-05-06,"AC, EFT, PPW",10:00,108 (antechinus),RAN,Random paired with BD veg,38.17351,-119.078,N/A,N/A,2467,N/A,N/A,N/A,"Sandy soil, deer path?, two ant species, only Artemisia tridentata vaseyana morphotype, SE of paired site",Reptar,M,141910,0,0,0,6,Artemisia tridentata vaseyana,RA2,N/A,RA,0,N,N,N,36,62,109,0-5,0-5,0,75-100,0,0,262,galls
2018-05-06,"AC, EFT, PPW",10:00,108 (antechinus),RAN,Random paired with BD veg,38.17351,-119.078,N/A,N/A,2467,N/A,N/A,N/A,"Sandy soil, deer path?, two ant species, only Artemisia tridentata vaseyana morphotype, SE of paired site",Reptar,M,141910,0,0,0,6,Artemisia tridentata vaseyana,RA3,N/A,RA,0,N,N,N,36,51,46,0-5,0,0,75-100,0,0,263,
2018-05-06,"AC, EFT, PPW",10:00,108 (antechinus),RAN,Random paired with BD veg,38.17351,-119.078,N/A,N/A,2467,N/A,N/A,N/A,"Sandy soil, deer path?, two ant species, only Artemisia tridentata vaseyana morphotype, SE of paired site",Reptar,M,141910,0,0,0,6,Artemisia tridentata vaseyana,RA4,N/A,RA,0,N,N,N,41,62,66,0-5,0,0-5,75-100,0,0,264,galls
2018-05-06,"AC, EFT, PPW",10:00,108 (antechinus),RAN,Random paired with BD veg,38.17351,-119.078,N/A,N/A,2467,N/A,N/A,N/A,"Sandy soil, deer path?, two ant species, only Artemisia tridentata vaseyana morphotype, SE of paired site",Reptar,M,141910,0,0,0,6,Artemisia tridentata vaseyana,RA5,N/A,RA,0,N,N,N,35,21,15,0-5,0-5,0,75-100,0,0,265,95% dead
2018-05-06,"AC, EFT, PPW",10:00,108 (antechinus),RAN,Random paired with BD veg,38.17351,-119.078,N/A,N/A,2467,N/A,N/A,N/A,"Sandy soil, deer path?, two ant species, only Artemisia tridentata vaseyana morphotype, SE of paired site",Reptar,M,141910,0,0,0,6,Artemisia tridentata vaseyana,RA6,N/A,RA,0,Y,N,N,18,30,20,5-25,0-5,0-5,75-100,0,0,266,
2018-05-07,"AC, PPW",10:20,110 (Antechinus),DBV,Off lek forage,38.16889,-119.07971,2018-05-06,15:00,2447,N/A,N/A,1-5,"Sparse plants, sandy/rocky soil",141910,M,141910,3,6,0,0,Artemisia tridentata vaseyana,BR1,"NB1, NB2",BR,25,Y,Y,Y,49,62,60,0,0-5,0,75-100,0,0,280,
2018-05-07,"AC, PPW",10:20,110 (Antechinus),DBV,Off lek forage,38.16889,-119.07971,2018-05-06,15:00,2447,N/A,N/A,1-5,"Sparse plants, sandy/rocky soil",141910,M,141910,3,6,0,0,Artemisia tridentata vaseyana,BR2,"NB3, NB4",BR,15,Y,N,N,45,59,55,0,25-50,0,50-75,0,0,283,
2018-05-07,"AC, PPW",10:20,110 (Antechinus),DBV,Off lek forage,38.16889,-119.07971,2018-05-06,15:00,2447,N/A,N/A,1-5,"Sparse plants, sandy/rocky soil",141910,M,141910,3,6,0,0,Artemisia tridentata vaseyana,BR3,"NB5, NB6",BR,73,N,N,Y,31,56,68,0,5-25,0,50-75,0,0,286,
2018-05-07,"AC, PPW",10:20,110 (Antechinus),DBV,Off lek forage,38.16889,-119.07971,2018-05-06,15:00,2447,N/A,N/A,1-5,"Sparse plants, sandy/rocky soil",141910,M,141910,3,6,0,0,Artemisia tridentata vaseyana,NB1,BR1,NB,0,N,N,N,45,65,67,0,0,0,75-100,5-25,0,281,5-25% bitterbrush
2018-05-07,"AC, PPW",10:20,110 (Antechinus),DBV,Off lek forage,38.16889,-119.07971,2018-05-06,15:00,2447,N/A,N/A,1-5,"Sparse plants, sandy/rocky soil",141910,M,141910,3,6,0,0,Artemisia tridentata vaseyana,NB2,BR1,NB,0,N,N,Y,63,114,90,0,5-25,0,75-100,0,0,282,
2018-05-07,"AC, PPW",10:20,110 (Antechinus),DBV,Off lek forage,38.16889,-119.07971,2018-05-06,15:00,2447,N/A,N/A,1-5,"Sparse plants, sandy/rocky soil",141910,M,141910,3,6,0,0,Artemisia tridentata vaseyana,NB3,BR2,NB,0,N,N,N,39,31,34,0,0-5,0-5,75-100,5-25,0,284,5-25% bitterbrush
2018-05-07,"AC, PPW",10:20,110 (Antechinus),DBV,Off lek forage,38.16889,-119.07971,2018-05-06,15:00,2447,N/A,N/A,1-5,"Sparse plants, sandy/rocky soil",141910,M,141910,3,6,0,0,Artemisia tridentata vaseyana,NB4,BR2,NB,0,N,N,N,54,96,82,0,0-5,0,75-100,5-25,0,285,5-25% bitterbrush
2018-05-07,"AC, PPW",10:20,110 (Antechinus),DBV,Off lek forage,38.16889,-119.07971,2018-05-06,15:00,2447,N/A,N/A,1-5,"Sparse plants, sandy/rocky soil",141910,M,141910,3,6,0,0,Artemisia tridentata vaseyana,NB5,BR3,NB,0,N,N,Y,37,45,56,5-25,0,5-25,50-75,0,0,287,
2018-05-07,"AC, PPW",10:20,110 (Antechinus),DBV,Off lek forage,38.16889,-119.07971,2018-05-06,15:00,2447,N/A,N/A,1-5,"Sparse plants, sandy/rocky soil",141910,M,141910,3,6,0,0,Artemisia tridentata vaseyana,NB6,BR3,NB,0,N,N,N,30,22,18,0,5-25,0,75-100,0,0,288,
2018-05-08,"AC, EFT",12:10,220,DBV,Off lek forage,37.8715,-119.1153,2018-05-06,15:00,2180,N/A,N/A,N/A,Only Artemisia tridentata vaseyana morphotype. Sandy,141914,M,141914,2,4,0,2,Artemisia tridentata vaseyana,BR1,"NB1, NB2",BR,13,N,Y,N,43,67,58,25-50,0,0,75-100,0,0,326,
2018-05-08,"AC, EFT",12:10,220,DBV,Off lek forage,37.8715,-119.1153,2018-05-06,15:00,2180,N/A,N/A,N/A,Only Artemisia tridentata vaseyana morphotype. Sandy,141914,M,141914,2,4,0,2,Artemisia tridentata vaseyana,BR2,"NB3, NB4",BR,35,N,N,N,39,58,53,0,0,0,75-100,0,0,329,
2018-05-08,"AC, EFT",12:10,220,DBV,Off lek forage,37.8715,-119.1153,2018-05-06,15:00,2180,N/A,N/A,N/A,Only Artemisia tridentata vaseyana morphotype. Sandy,141914,M,141914,2,4,0,2,Artemisia tridentata vaseyana,NB1,BR1,NB,0,N,N,N,46,59,38,0,0-5,0,75-100,0,0,327,
2018-05-08,"AC, EFT",12:10,220,DBV,Off lek forage,37.8715,-119.1153,2018-05-06,15:00,2180,N/A,N/A,N/A,Only Artemisia tridentata vaseyana morphotype. Sandy,141914,M,141914,2,4,0,2,Artemisia tridentata vaseyana,NB2,BR1,NB,0,N,N,N,24,73,42,0-5,0-5,0-5,75-100,0,0,328,
2018-05-08,"AC, EFT",12:10,220,DBV,Off lek forage,37.8715,-119.1153,2018-05-06,15:00,2180,N/A,N/A,N/A,Only Artemisia tridentata vaseyana morphotype. Sandy,141914,M,141914,2,4,0,2,Artemisia tridentata vaseyana,NB3,BR2,NB,0,N,N,N,37,29,40,0-5,0,0,75-100,0,0,330,
2018-05-08,"AC, EFT",12:10,220,DBV,Off lek forage,37.8715,-119.1153,2018-05-06,15:00,2180,N/A,N/A,N/A,Only Artemisia tridentata vaseyana morphotype. Sandy,141914,M,141914,2,4,0,2,Artemisia tridentata vaseyana,NB4,BR2,NB,0,N,N,N,38,91,71,0-5,5-25,0,75-100,0,0,331,
2018-05-08,"AC, EFT",12:10,220,DBV,Off lek forage,37.8715,-119.1153,2018-05-06,15:00,2180,N/A,N/A,N/A,Only Artemisia tridentata vaseyana morphotype. Sandy,141914,M,141914,2,4,0,2,Artemisia tridentata vaseyana,RA1,N/A,RA,0,N,N,N,17,22,27,0-5,0,0-5,75-100,0,0,332,
2018-05-08,"AC, EFT",12:10,220,DBV,Off lek forage,37.8715,-119.1153,2018-05-06,15:00,2180,N/A,N/A,N/A,Only Artemisia tridentata vaseyana morphotype. Sandy,141914,M,141914,2,4,0,2,Artemisia tridentata vaseyana,RA2,N/A,RA,0,N,N,N,43,44,38,0-5,0,5-25,75-100,0,0,333,
2018-05-08,"AC, PPW",8:30,222,DBV,Off lek forage,37.8546,-119.1258,2018-05-06,15:00,2051,N/A,N/A,N/A,Old pellets and roost sites,163917,M,163917,2,4,0,2,Artemisia tridentata vaseyana,BR1,"NB1, NB2",BR,16,N,N,N,35,47,61,5-25,0-5,0,75-100,0,0,312,
2018-05-08,"AC, PPW",8:30,222,DBV,Off lek forage,37.8546,-119.1258,2018-05-06,15:00,2051,N/A,N/A,N/A,Old pellets and roost sites,163917,M,163917,2,4,0,2,Artemisia tridentata vaseyana,BR2,"NB3, NB4",BR,15,N,N,N,26,52,43,75-100,0-5,0,5-25,0,5-25,317,insect browse; 5-25% woody
2018-05-08,"AC, PPW",8:30,222,DBV,Off lek forage,37.8546,-119.1258,2018-05-06,15:00,2051,N/A,N/A,N/A,Old pellets and roost sites,163917,M,163917,2,4,0,2,Artemisia tridentata vaseyana,NB1,BR1,NB,0,N,N,N,74,123,64,25-50,0-5,0,50-75,0,0,313,galls
2018-05-08,"AC, PPW",8:30,222,DBV,Off lek forage,37.8546,-119.1258,2018-05-06,15:00,2051,N/A,N/A,N/A,Old pellets and roost sites,163917,M,163917,2,4,0,2,Artemisia tridentata vaseyana,NB2,BR1,NB,0,N,N,N,38,51,38,5-25,0-5,0,75-100,0,0,314,
2018-05-08,"AC, PPW",8:30,222,DBV,Off lek forage,37.8546,-119.1258,2018-05-06,15:00,2051,N/A,N/A,N/A,Old pellets and roost sites,163917,M,163917,2,4,0,2,Artemisia tridentata vaseyana,NB3,BR2,NB,0,N,N,N,38,64,42,25-50,0-5,0,50-75,0,0,318,insect browse
2018-05-08,"AC, PPW",8:30,222,DBV,Off lek forage,37.8546,-119.1258,2018-05-06,15:00,2051,N/A,N/A,N/A,Old pellets and roost sites,163917,M,163917,2,4,0,2,Artemisia tridentata vaseyana,NB4,BR2,NB,0,N,N,N,54,117,117,25-50,5-25,0,5-25,0,0-5,319,0-5% woody
2018-05-08,"AC, PPW",8:30,222,DBV,Off lek forage,37.8546,-119.1258,2018-05-06,15:00,2051,N/A,N/A,N/A,Old pellets and roost sites,163917,M,163917,2,4,0,2,Artemisia tridentata vaseyana,RA1,N/A,RA,0,N,N,N,42,47,57,50-75,0-5,0,25-50,0,0,315,20% dead
2018-05-08,"AC, PPW",8:30,222,DBV,Off lek forage,37.8546,-119.1258,2018-05-06,15:00,2051,N/A,N/A,N/A,Old pellets and roost sites,163917,M,163917,2,4,0,2,Artemisia tridentata vaseyana,RA2,N/A,RA,0,N,N,N,66,55,138,5-25,0-5,0,50-75,0,0-5,316,20% dead; 0-5% woody
2018-05-08,"AC, EFT",12:35,227,RAN,Random paired with BD veg,37.87234,-119.11489,N/A,N/A,2176,N/A,N/A,N/A,"Sandy soil, grassy",141914,M,141914,0,0,0,6,Artemisia tridentata vaseyana,RA1,N/A,RA,0,N,N,Y,49,54,98,5-25,0-5,0,50-75,0,0,334,
2018-05-08,"AC, EFT",12:35,227,RAN,Random paired with BD veg,37.87234,-119.11489,N/A,N/A,2176,N/A,N/A,N/A,"Sandy soil, grassy",141914,M,141914,0,0,0,6,Artemisia tridentata vaseyana,RA2,N/A,RA,0,N,N,N,42,58,49,75-100,0,0,5-25,0,0,335,insect browse
2018-05-08,"AC, EFT",12:35,227,RAN,Random paired with BD veg,37.87234,-119.11489,N/A,N/A,2176,N/A,N/A,N/A,"Sandy soil, grassy",141914,M,141914,0,0,0,6,Artemisia tridentata vaseyana,RA3,N/A,RA,0,N,N,Y,55,134,129,25-50,0-5,0,50-75,0,0,336,
2018-05-08,"AC, EFT",12:35,227,RAN,Random paired with BD veg,37.87234,-119.11489,N/A,N/A,2176,N/A,N/A,N/A,"Sandy soil, grassy",141914,M,141914,0,0,0,6,Artemisia tridentata vaseyana,RA4,N/A,RA,0,Y,N,N,55,67,64,50-75,5-25,0,5-25,0,0,337,
2018-05-08,"AC, EFT",12:35,227,RAN,Random paired with BD veg,37.87234,-119.11489,N/A,N/A,2176,N/A,N/A,N/A,"Sandy soil, grassy",141914,M,141914,0,0,0,6,Artemisia tridentata vaseyana,RA5,N/A,RA,0,N,N,N,44,49,40,25-50,0-5,0,25-50,0,0,338,insect browse
2018-05-08,"AC, EFT",12:35,227,RAN,Random paired with BD veg,37.87234,-119.11489,N/A,N/A,2176,N/A,N/A,N/A,"Sandy soil, grassy",141914,M,141914,0,0,0,6,Artemisia tridentata vaseyana,RA6,N/A,RA,0,N,N,Y,51,75,67,50-75,0-5,0,5-25,0,0,339,insect browse
2018-05-08,"AC, PPW",9:00,226,RAN,Random paired with BD veg,38.85447,-119.12466,N/A,N/A,2338,N/A,N/A,N/A,"Old roost piles, grassy, only Artemisia tridentata vaseyana morphotype",163917,M,163917,0,0,0,6,Artemisia tridentata vaseyana,RA1,N/A,RA,0,N,N,Y,53,126,108,25-50,0-5,0,50-75,0,0,320,
2018-05-08,"AC, PPW",9:00,226,RAN,Random paired with BD veg,38.85447,-119.12466,N/A,N/A,2338,N/A,N/A,N/A,"Old roost piles, grassy, only Artemisia tridentata vaseyana morphotype",163917,M,163917,0,0,0,6,Artemisia tridentata vaseyana,RA2,N/A,RA,0,Y,N,Y,15,43,29,50-75,0-5,0-5,5-25,0,0,321,
2018-05-08,"AC, PPW",9:00,226,RAN,Random paired with BD veg,38.85447,-119.12466,N/A,N/A,2338,N/A,N/A,N/A,"Old roost piles, grassy, only Artemisia tridentata vaseyana morphotype",163917,M,163917,0,0,0,6,Artemisia tridentata vaseyana,RA3,N/A,RA,0,N,N,Y,66,89,85,5-25,0-5,0,75-100,0,0,322,
2018-05-08,"AC, PPW",9:00,226,RAN,Random paired with BD veg,38.85447,-119.12466,N/A,N/A,2338,N/A,N/A,N/A,"Old roost piles, grassy, only Artemisia tridentata vaseyana morphotype",163917,M,163917,0,0,0,6,Artemisia tridentata vaseyana,RA4,N/A,RA,0,N,N,Y,59,115,131,5-25,0-5,0,75-100,0,0,323,Old fecal cast
2018-05-08,"AC, PPW",9:00,226,RAN,Random paired with BD veg,38.85447,-119.12466,N/A,N/A,2338,N/A,N/A,N/A,"Old roost piles, grassy, only Artemisia tridentata vaseyana morphotype",163917,M,163917,0,0,0,6,Artemisia tridentata vaseyana,RA5,N/A,RA,0,N,N,N,22,29,21,5-25,0-5,0,75-100,0,0,324,Insect browse
2018-05-08,"AC, PPW",9:00,226,RAN,Random paired with BD veg,38.85447,-119.12466,N/A,N/A,2338,N/A,N/A,N/A,"Old roost piles, grassy, only Artemisia tridentata vaseyana morphotype",163917,M,163917,0,0,0,6,Artemisia tridentata vaseyana,RA6,N/A,RA,0,N,N,N,42,73,51,25-50,0-5,0,75-100,0,0,325,
2018-05-10,"AC, PPW",14:30,116,DBV,Off lek forage,38.168714,-119.066504,2018-05-08,15:00,2483,N/A,N/A,N/A,"Lots of cervid browse, sandy soil",361,M,141910,3,6,1,2,Artemisia tridentata vaseyana,BR1,"NB1, NB2",BR,14,Y,Y,N,36,67,64,0-5,0-5,0,75-100,0,0,368,cervid browse
2018-05-10,"AC, PPW",14:30,116,DBV,Off lek forage,38.168714,-119.066504,2018-05-08,15:00,2483,N/A,N/A,N/A,"Lots of cervid browse, sandy soil",361,M,141910,3,6,1,2,Artemisia tridentata vaseyana,BR2,"NB3, NB4",BR,13,N,Y,N,29,52,58,0-5,0-5,0-5,75-100,0,0,371,cervid browse
2018-05-10,"AC, PPW",14:30,116,DBV,Off lek forage,38.168714,-119.066504,2018-05-08,15:00,2483,N/A,N/A,N/A,"Lots of cervid browse, sandy soil",361,M,141910,3,6,1,2,Artemisia tridentata vaseyana,BR3,"NB5, NB6",BR,16,N,Y,N,34,41,43,5-25,0-5,0,75-100,0,0,374,cervid browse
2018-05-10,"AC, PPW",14:30,116,DBV,Off lek forage,38.168714,-119.066504,2018-05-08,15:00,2483,N/A,N/A,N/A,"Lots of cervid browse, sandy soil",361,M,141910,3,6,1,2,Artemisia tridentata vaseyana,NB1,BR1,NB,0,N,N,N,21,19,10,5-25,0-5,0,75-100,0,0,369,bitterbrush entirely over it
2018-05-10,"AC, PPW",14:30,116,DBV,Off lek forage,38.168714,-119.066504,2018-05-08,15:00,2483,N/A,N/A,N/A,"Lots of cervid browse, sandy soil",361,M,141910,3,6,1,2,Artemisia tridentata vaseyana,NB2,BR1,NB,0,N,N,N,44,51,21,0,0-5,0,75-100,0,0,370,
2018-05-10,"AC, PPW",14:30,116,DBV,Off lek forage,38.168714,-119.066504,2018-05-08,15:00,2483,N/A,N/A,N/A,"Lots of cervid browse, sandy soil",361,M,141910,3,6,1,2,Artemisia tridentata vaseyana,NB3,BR2,NB,0,N,Y,N,72,44,37,0,5-25,0,75-100,0,0,372,
2018-05-10,"AC, PPW",14:30,116,DBV,Off lek forage,38.168714,-119.066504,2018-05-08,15:00,2483,N/A,N/A,N/A,"Lots of cervid browse, sandy soil",361,M,141910,3,6,1,2,Artemisia tridentata vaseyana,NB4,BR2,NB,0,N,N,N,62,88,59,0-5,0-5,0,75-100,0,0,373,
2018-05-10,"AC, PPW",14:30,116,DBV,Off lek forage,38.168714,-119.066504,2018-05-08,15:00,2483,N/A,N/A,N/A,"Lots of cervid browse, sandy soil",361,M,141910,3,6,1,2,Artemisia tridentata vaseyana,NB5,BR3,NB,0,N,Y,N,77,88,85,5-25,0-5,0-5,75-100,0,0,375,
2018-05-10,"AC, PPW",14:30,116,DBV,Off lek forage,38.168714,-119.066504,2018-05-08,15:00,2483,N/A,N/A,N/A,"Lots of cervid browse, sandy soil",361,M,141910,3,6,1,2,Artemisia tridentata vaseyana,NB6,BR3,NB,0,N,Y,N,25,89,57,0-5,0-5,0,75-100,0,0,376,
2018-05-10,"AC, PPW",14:30,116,DBV,Off lek forage,38.168714,-119.066504,2018-05-08,15:00,2483,N/A,N/A,N/A,"Lots of cervid browse, sandy soil",361,M,141910,3,6,1,2,Artemisia tridentata vaseyana,PA1,"RA1, RA2",PA,0,N,Y,N,21,44,62,0-5,0-5,0,75-100,0,0,365,
2018-05-10,"AC, PPW",14:30,116,DBV,Off lek forage,38.168714,-119.066504,2018-05-08,15:00,2483,N/A,N/A,N/A,"Lots of cervid browse, sandy soil",361,M,141910,3,6,1,2,Artemisia tridentata vaseyana,RA1,PA1,RA,0,Y,N,Y,32,88,54,5-25,0-5,0,75-100,0,0,366,
2018-05-10,"AC, PPW",14:30,116,DBV,Off lek forage,38.168714,-119.066504,2018-05-08,15:00,2483,N/A,N/A,N/A,"Lots of cervid browse, sandy soil",361,M,141910,3,6,1,2,Artemisia tridentata vaseyana,RA2,PA1,RA,0,N,Y,Y,51,142,113,0-5,0-5,0,75-100,0,0,367,Fresh fecal casts
2018-05-15,"AC, PPW",13:40:00,141 (Antechinus),RAN,Random Pair,37.86902,-119.11905,N/A,N/A,2203,N/A,N/A,N/A,"only longleaf, rich soil with rock O-layer, lush plants, few dead; no daubenmire",NA,M,163911,0,0,0,6,Artemisia tridentata vaseyana,RA1,NA,RA,0,Y,N,N,46,115,117,25-50,0-5,0,50-75,0,0,N/A,
2018-05-15,"AC, PPW",13:40:00,141 (Antechinus),RAN,Random Pair,37.86902,-119.11905,N/A,N/A,2203,N/A,N/A,N/A,"only longleaf, rich soil with rock O-layer, lush plants, few dead;  no daubenmire",NA,M,163911,0,0,0,6,Artemisia tridentata vaseyana,RA2,NA,RA,0,N,N,N,53,119,114,5-25,0-5,0,75-100,0,0,N/A,
2018-05-15,"AC, PPW",13:40:00,141 (Antechinus),RAN,Random Pair,37.86902,-119.11905,N/A,N/A,2203,N/A,N/A,N/A,"only longleaf, rich soil with rock O-layer, lush plants, few dead;  no daubenmire",NA,M,163911,0,0,0,6,Artemisia tridentata vaseyana,RA3,NA,RA,0,N,N,N,15,31,33,50-75,0-5,0,50-75,0,0,N/A,
2018-05-15,"AC, PPW",13:40:00,141 (Antechinus),RAN,Random Pair,37.86902,-119.11905,N/A,N/A,2203,N/A,N/A,N/A,"only longleaf, rich soil with rock O-layer, lush plants, few dead;  no daubenmire",NA,M,163911,0,0,0,6,Artemisia tridentata vaseyana,RA4,NA,RA,0,N,N,Y,59,155,163,50-75,0-5,0,25-50,0,0,N/A,
2018-05-15,"AC, PPW",13:40:00,141 (Antechinus),RAN,Random Pair,37.86902,-119.11905,N/A,N/A,2203,N/A,N/A,N/A,"only longleaf, rich soil with rock O-layer, lush plants, few dead;  no daubenmire",NA,M,163911,0,0,0,6,Artemisia tridentata vaseyana,RA5,NA,RA,0,N,N,N,32,59,58,50-75,0-5,0,75-100,0,0,N/A,
2018-05-15,"AC, PPW",13:40:00,141 (Antechinus),RAN,Random Pair,37.86902,-119.11905,N/A,N/A,2203,N/A,N/A,N/A,"only longleaf, rich soil with rock O-layer, lush plants, few dead;  no daubenmire",NA,M,163911,0,0,0,6,Artemisia tridentata vaseyana,RA6,NA,RA,0,N,N,N,15,18,14,25-50,0-5,0,50-75,0,0,N/A,60% dead 
2018-05-15,"AC, PPW",12:51:00,140 (Antechinus),DBV,Off lek forage,37.86821,-119.119595,2018-05-13,16:00:00,2211,N/A,N/A,N/A,"majority dead sage; all longleaf; no daubenmire (used meter sticks); rained yesterday; rich soil, slighty sandy",NA,M,163911,3,6,0,0,Artemisia tridentata vaseyana,BR1,"NB1, NB2",BR,11,N,N,N,25,25,29,75-100,5-25,0,5-25,0,0,,
